Property,LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,PoorCondition,GoodCondition,Price
3940,8200,57500,0.152,680,400,0,2,0,1,2,2,1,68.78630137,0,0,1,0
3941,21800,74100,0.276,988,0,0,1,0,0,3,3,1,53.77534247,0,0,0,0
3942,13500,73400,0.208,1096,0,250,1,0,0,1,3,1,92.80273973,0,0,1,0
3943,6500,53700,0.114,1075,0,0,1,1,0,2,3,0,120.8191781,0,1,0,0
3944,20500,100200,0.317,1430,0,0,1,0,1,3,2,1,54.77808219,484,0,1,0
3945,15800,54700,0.152,1098,0,0,1,0,0,4,3,1,94.80547945,0,0,1,0
3946,21300,68200,0.168,1318,0,0,1,0,0,3,3,0,98.80821918,0,0,1,0
3947,19000,106000,0.172,930,342,0,1,1,0,3,2,1,21.75342466,0,0,1,0
3948,13100,81400,0.179,885,480,0,1,0,0,3,2,1,50.77534247,0,0,1,0
3949,26800,126900,0.179,1184,588,0,1,1,1,3,2,1,46.77260274,0,0,1,0
3950,18200,169800,0.441,2614,300,480,3,1,1,3,3,1,46.77260274,0,0,1,0
3951,30500,123200,0.298,1170,700,483,2,0,1,3,4,1,34.76438356,264,0,1,0
3952,27100,125900,0.207,1315,480,294,1,0,1,3,3,1,55.77808219,280,0,1,0
3953,39500,138600,0.161,2062,0,0,1,1,0,4,5,1,97.80547945,0,0,0,0
3954,16000,34100,0.153,632,0,0,1,0,0,2,2,0,92.80273973,0,0,0,0
3955,4400,62400,0.096,1241,0,0,1,0,0,3,3,0,76.79178082,0,0,1,0
3956,19900,197700,0.13,2138,300,0,3,0,2,3,3,1,49.77260274,0,0,1,0
3957,20800,97300,0.233,878,439,0,1,0,0,2,2,1,30.76164384,0,0,1,0
3958,12900,68200,0.168,912,288,80,1,0,0,3,3,0,43.76986301,0,0,1,0
3959,12600,40800,0.207,600,0,0,1,0,0,2,2,1,63.78356164,0,0,1,0
3960,22300,145700,0.344,1701,500,160,1,1,0,3,2,1,50.77534247,0,0,0,0
3961,10600,39100,0.138,1048,0,0,1,0,0,2,2,0,100.8082192,0,0,0,0
3962,15800,36100,0.152,624,0,0,1,0,0,2,2,0,94.80547945,0,1,0,0
3963,19600,55000,0.207,768,0,0,1,0,0,2,3,1,90.80273973,0,0,1,0
3964,19500,46500,0.215,768,0,240,1,0,0,2,3,1,93.80273973,0,0,0,0
3965,41300,176500,0.451,2152,0,0,2,1,1,4,3,1,9.745205479,680,0,0,0
3966,15200,64600,0.162,770,360,0,1,0,0,2,2,1,70.7890411,0,0,1,0
3967,33600,112900,0.269,1504,0,0,1,1,1,2,3,0,101.8082192,0,0,1,0
3968,18400,73400,0.175,936,0,264,1,0,0,3,2,1,54.77808219,202,0,1,0
3969,19900,64600,0.167,864,0,240,1,0,0,3,2,1,60.78082192,0,0,1,0
3970,29000,84200,0.289,861,200,55,1,0,0,3,2,1,41.76712329,0,0,1,0
3971,36500,150600,0.287,1882,0,144,2,2,1,3,3,1,8.745205479,760,0,0,0
3972,29000,107000,0.161,1436,0,296,1,0,0,3,3,1,60.78082192,0,0,0,0
3973,6800,51500,0.084,857,0,0,1,0,0,2,2,0,120.8191781,0,0,0,0
3974,13600,85000,0.172,936,350,110,1,0,0,3,2,1,31.76164384,0,0,1,0
3975,16700,67800,0.228,780,500,0,1,0,0,2,2,1,63.78356164,0,0,1,0
3976,54500,93800,0.293,1015,250,0,2,0,1,3,2,0,55.77808219,0,0,1,0
3977,11500,70700,0.156,768,0,0,1,0,0,2,2,1,66.78630137,0,0,0,0
3978,21700,108000,0.172,1372,0,320,1,1,0,3,3,1,48.77260274,0,0,1,0
3979,6100,6000,0.178,2334,0,0,2,0,0,4,4,0,119.8191781,0,1,0,0
3980,15900,109100,0.169,1209,0,104,2,0,0,3,2,1,5.742465753,0,0,0,0
3981,29900,150900,0.239,1269,728,200,2,1,1,3,3,1,8.745205479,484,0,0,0
3982,19900,85600,0.185,855,500,204,1,0,0,2,3,1,60.78082192,200,0,1,0
3983,10700,62600,0.103,914,0,0,1,0,0,2,3,1,98.80821918,0,0,1,0
3984,16900,81900,0.386,990,0,0,1,1,0,3,2,1,52.77534247,0,0,1,0
3985,35600,100400,0.421,1120,0,0,1,0,0,3,2,1,54.77808219,0,0,1,0
3986,16800,146900,0.142,1299,650,52,3,0,0,4,4,1,5.742465753,0,0,0,0
3987,12600,69200,0.149,1279,0,160,1,0,0,3,3,1,102.8109589,0,0,1,0
3988,7800,69000,0.149,1328,429,50,2,0,0,4,6,0,77.79178082,0,0,1,0
3989,18500,69000,0.183,1260,0,0,1,0,0,2,3,0,91.80273973,0,0,1,0
3990,29900,161200,0.279,1607,400,200,1,1,2,3,3,1,71.7890411,383,0,1,0
3991,13400,53800,0.172,750,0,0,1,0,0,3,2,0,68.78630137,0,0,1,0
3992,23900,41000,0.243,736,0,252,1,0,0,2,2,1,91.80273973,0,0,0,0
3993,14500,35800,0.141,604,0,0,1,0,0,2,2,1,100.8082192,0,0,0,0
3994,19800,138400,0.223,1557,750,320,2,0,0,2,3,1,51.77534247,0,0,0,0
3995,29900,83500,0.225,1184,0,0,1,0,1,3,2,1,88.8,0,0,1,0
3996,18800,82400,0.19,816,196,160,1,1,0,3,2,1,54.77808219,0,0,1,0
3997,9000,70900,0.1,1132,0,0,2,1,1,2,2,1,90.80273973,0,1,0,0
3998,13400,66700,0.172,936,0,100,1,0,0,2,4,1,63.78356164,0,0,1,0
3999,10500,51100,0.119,1296,0,0,1,1,0,2,2,1,70.7890411,0,0,1,0
4000,40200,237700,0.295,2741,0,473,2,1,1,4,4,1,29.75890411,552,0,1,0
4001,7400,62700,0.203,1133,0,0,1,0,0,2,2,1,43.76986301,0,0,1,0
4002,38400,177000,0.399,2315,800,0,2,0,1,4,3,1,46.77260274,506,0,1,0
4003,22500,74100,0.152,676,0,308,1,0,0,2,2,0,69.78630137,180,0,1,0
4004,5900,122400,0.16,1391,0,140,1,1,0,4,2,1,4.742465753,0,0,0,0
4005,15600,50800,0.156,828,0,48,1,0,0,2,2,1,70.7890411,0,0,0,0
4006,23100,69500,0.193,774,500,90,1,0,0,2,2,1,29.75890411,0,0,1,0
4007,44400,146000,0.517,1535,1100,544,2,1,1,4,2,1,33.76164384,600,0,0,0
4008,32500,77400,0.225,898,0,110,1,0,0,3,1,0,77.79178082,0,0,1,0
4009,21100,95200,0.141,1102,434,0,1,0,0,3,2,1,57.77808219,0,0,1,0
4010,52800,182800,0.362,2428,0,0,1,1,1,5,6,1,85.79726027,0,0,1,0
4011,13600,106700,0.176,1070,500,112,1,0,1,2,3,1,52.77534247,0,0,1,0
4012,28500,59600,0.523,968,0,0,1,0,1,2,3,1,88.8,0,0,1,0
4013,12200,49600,0.155,640,0,0,1,0,0,2,2,1,57.77808219,0,0,0,0
4014,28300,107400,0.161,1512,0,0,1,0,1,3,5,1,88.8,0,0,0,0
4015,33300,199200,0.226,2509,0,210,2,1,1,3,3,1,6.745205479,680,0,0,0
4016,31300,89700,0.325,978,0,0,2,0,0,2,3,1,58.78082192,242,0,1,0
4017,28100,81200,0.272,880,340,0,1,0,1,2,3,1,70.7890411,0,0,0,0
4018,13000,57800,0.137,928,0,0,1,0,0,3,2,1,93.80273973,0,0,1,0
4019,26000,116000,0.175,969,494,0,1,1,1,3,2,1,46.77260274,0,0,1,0
4020,23300,78000,0.281,1466,0,100,2,0,0,4,2,1,61.78082192,0,0,0,0
4021,10300,53400,0.184,1096,0,0,1,0,0,2,2,1,67.78630137,0,0,1,0
4022,25700,83400,0.222,1572,0,105,1,1,1,3,3,0,86.8,0,0,0,0
4023,15200,47400,0.169,1910,0,0,2,0,0,6,5,0,109.8136986,0,1,0,0
4024,8100,97800,0.198,1456,0,0,1,0,0,3,4,1,46.77260274,0,0,1,0
4025,20700,163900,0.159,1490,0,194,2,0,0,3,2,1,5.742465753,440,0,0,0
4026,18700,76300,0.175,920,460,0,1,0,0,3,2,1,45.76986301,264,0,1,0
4027,5800,56600,0.149,840,0,135,1,0,0,3,2,1,36.76438356,0,0,0,0
4028,11200,55400,0.141,977,0,0,1,0,0,2,3,1,110.8136986,0,0,1,0
4029,3800,74800,0.11,1658,0,0,2,0,1,3,3,1,100.8082192,308,0,1,0
4030,15000,102900,0.143,1385,0,0,2,0,0,4,2,1,57.77808219,0,0,1,0
4031,18500,24500,0.16,566,0,0,1,0,0,1,2,0,70.7890411,0,1,0,0
4032,26500,112800,0.219,1354,500,0,1,1,0,3,2,1,49.77260274,0,0,1,0
4033,16000,56000,0.153,897,0,0,1,0,0,2,2,0,61.78082192,0,1,0,0
4034,10100,45900,0.236,932,0,160,1,0,0,2,2,0,120.8191781,0,0,1,0
4035,22700,144400,0.178,1291,576,100,1,0,0,2,3,1,7.745205479,528,0,0,0
4036,22000,73400,0.262,1148,480,312,1,0,0,3,2,1,51.77534247,264,1,0,0
4037,115100,474300,1.03,3673,0,0,2,1,1,4,6,1,90.80273973,0,0,1,0
4038,15400,75200,0.177,1668,0,270,2,0,0,3,4,1,91.80273973,0,0,0,0
4039,22900,120400,0.321,1144,0,144,2,0,0,3,2,1,2.742465753,0,0,0,0
4040,24400,102300,0.161,1208,0,0,1,0,0,3,2,1,55.77808219,0,0,1,0
4041,45800,72900,0.209,1036,0,0,1,0,1,2,2,1,95.80547945,0,0,1,0
4042,23700,114900,0.215,1400,0,568,1,1,0,4,3,1,40.76712329,0,0,1,0
4043,17000,107400,0.27,888,444,404,1,1,2,3,2,1,52.77534247,0,0,1,0
4044,18200,60800,0.163,672,0,108,1,0,0,2,2,0,83.79726027,0,0,1,0
4045,7500,64600,0.173,1136,0,0,1,0,0,3,3,0,62.78356164,0,0,0,0
4046,27500,124200,0.176,1395,300,0,1,1,2,3,3,1,70.7890411,0,0,1,0
4047,13400,47900,0.164,692,286,0,1,0,0,2,2,0,69.78630137,234,0,0,0
4048,9700,67900,0.192,1200,100,0,2,1,0,3,2,1,35.76438356,0,0,1,0
4049,12600,109000,0.12,1264,0,128,1,0,1,3,4,1,73.7890411,0,0,1,0
4050,26800,167100,0.434,1312,780,0,3,0,0,3,6,1,12.74794521,400,0,0,0
4051,22600,99800,0.215,1008,504,0,1,0,0,3,2,1,52.77534247,0,0,1,0
4052,30400,123400,0.179,2092,0,364,1,0,1,4,4,1,93.80273973,0,0,1,0
4053,16000,121600,0.257,1028,308,35,2,0,0,3,3,1,9.745205479,100,0,0,0
4054,22000,121900,0.183,1500,0,0,1,1,0,4,3,1,44.76986301,0,0,1,0
4055,18700,57200,0.228,792,0,0,1,0,0,2,2,1,49.77260274,0,0,1,0
4056,20500,90500,0.212,1456,0,0,1,0,1,3,2,1,52.77534247,0,0,1,0
4057,15000,64800,0.162,810,336,0,1,0,0,2,2,1,66.78630137,0,0,0,0
4058,27900,93800,0.35,1393,0,384,1,1,0,3,3,1,69.78630137,0,0,0,0
4059,34900,129500,0.237,994,340,100,2,1,1,3,2,1,5.742465753,130,0,0,0
4060,14300,93700,0.26,864,0,400,1,0,1,3,2,1,38.76712329,0,0,1,0
4061,57300,144100,0.376,1937,0,0,2,0,1,3,3,1,59.78082192,500,0,0,0
4062,15000,39800,0.166,700,300,272,1,0,0,2,2,1,79.79452055,0,0,1,0
4063,24700,117800,0.318,1380,0,0,1,1,0,3,2,1,51.77534247,440,0,1,0
4064,18600,84900,0.2,960,0,0,1,0,0,3,2,1,38.76712329,0,0,1,0
4065,19900,111000,0.159,1228,0,0,1,0,0,2,2,1,50.77534247,0,0,0,0
4066,14400,33500,0.176,708,0,0,1,0,0,2,3,0,93.80273973,0,0,0,0
4067,15800,92400,0.23,768,300,220,1,0,0,2,2,1,53.77534247,0,0,1,0
4068,26600,90800,0.174,1024,200,0,2,0,0,3,3,1,53.77534247,0,0,1,0
4069,27300,113800,0.201,1217,676,128,2,0,1,4,2,1,16.75068493,484,0,0,0
4070,24500,94400,0.232,1312,200,0,2,0,0,2,4,1,70.7890411,448,0,1,0
4071,10400,72300,0.112,1262,0,0,1,1,0,2,2,1,90.80273973,0,0,1,0
4072,28100,111300,0.2,1591,242,0,2,0,0,3,4,1,50.77534247,0,0,0,0
4073,5700,48400,0.152,1502,0,0,2,0,0,2,5,1,100.8082192,0,1,0,0
4074,28800,92800,0.265,951,460,0,2,0,0,3,1,1,55.77808219,288,0,1,0
4075,25400,132400,0.264,1080,450,64,2,0,1,3,2,1,33.76164384,330,0,1,0
4076,11700,178500,0.132,1680,0,0,2,1,1,3,3,1,90.80273973,0,0,1,0
4077,20600,86700,0.172,1134,0,120,1,0,0,3,2,1,39.76712329,0,0,1,0
4078,45400,128500,0.362,1474,0,150,2,1,1,3,3,1,7.745205479,484,0,0,0
4079,15200,82400,0.175,1008,0,0,1,0,0,3,2,1,54.77808219,0,0,1,0
4080,27100,81000,0.334,826,0,0,1,0,0,3,2,1,50.77534247,0,0,1,0
4081,11100,60300,0.127,768,0,0,1,0,0,2,3,1,85.79726027,0,0,1,0
4082,32600,82500,0.234,1027,400,0,1,0,0,2,3,1,64.78356164,0,0,0,0
4083,24700,59100,0.161,764,0,0,1,0,0,2,2,1,85.79726027,0,0,0,0
4084,16400,98600,0.195,1012,446,0,1,0,1,3,2,1,51.77534247,0,0,1,0
4085,13000,36400,0.149,924,0,0,1,0,0,2,3,1,95.80547945,0,0,1,0
4086,29600,121100,0.186,1053,450,120,2,1,1,3,4,1,16.75068493,0,0,0,0
4087,15100,83300,0.22,1127,0,312,1,0,0,3,2,1,58.78082192,0,0,1,0
4088,5700,48200,0.152,680,0,140,1,0,0,2,2,0,69.78630137,0,1,0,0
4089,29100,115300,0.211,1452,0,96,1,0,0,3,5,1,54.77808219,0,0,1,0
4090,18800,127500,0.149,1661,0,0,2,0,2,3,3,1,72.7890411,202,0,1,0
4091,17800,22500,0.223,504,0,0,1,0,0,1,2,0,96.80547945,0,1,0,0
4092,19700,100300,0.152,1784,0,0,1,1,0,3,4,1,97.80547945,0,0,0,0
4093,30200,115800,0.191,1433,0,0,2,0,1,3,3,1,85.79726027,0,0,1,0
4094,13900,62800,0.176,1129,0,0,1,0,0,3,3,1,104.8109589,0,1,0,0
4095,28400,123300,0.178,1356,0,102,1,1,1,2,3,1,71.7890411,0,0,0,0
4096,21400,88600,0.193,988,450,0,1,0,0,3,2,1,55.77808219,0,0,1,0
4097,45200,269200,0.278,2405,406,482,2,1,2,3,4,1,53.77534247,420,0,1,0
4098,20500,90700,0.194,894,450,96,1,0,0,2,3,1,55.77808219,273,0,1,0
4099,15900,91800,0.235,1548,182,0,1,0,0,4,2,1,52.77534247,0,0,1,0
4100,25500,142700,0.32,1326,0,223,2,0,0,3,2,1,7.745205479,480,0,0,0
4101,21900,28500,1.4,702,0,0,1,0,0,1,3,0,105.8109589,0,0,0,0
4102,32300,97000,0.285,923,0,0,1,0,0,3,2,1,52.77534247,0,0,1,0
4103,9400,47600,0.262,1064,0,0,1,0,0,2,3,0,73.7890411,0,0,0,0
4104,21000,92900,0.172,912,250,216,2,0,0,3,2,1,49.77260274,0,0,1,0
4105,6400,61500,0.13,1392,0,0,2,0,0,3,4,1,67.78630137,420,0,0,0
4106,52400,205900,0.333,2105,0,0,2,1,2,3,4,1,70.7890411,0,0,1,0
4107,16800,60400,0.161,748,0,0,1,0,0,2,2,1,52.77534247,0,0,0,0
4108,21300,117400,0.175,1060,800,36,1,1,0,2,2,1,7.745205479,400,0,0,0
4109,15600,74400,0.146,980,0,360,1,0,0,2,2,1,90.80273973,0,0,1,0
4110,36000,75700,0.84,1366,0,240,1,1,0,3,4,1,62.78356164,0,0,0,0
4111,15300,55200,0.15,672,0,40,1,0,0,2,2,0,62.78356164,0,0,1,0
4112,14100,65600,0.179,708,0,0,1,0,0,2,2,0,56.77808219,0,0,1,0
4113,15500,72800,0.152,1568,0,0,2,0,0,3,4,1,105.8109589,0,0,1,0
4114,18900,75500,0.172,1099,0,0,1,1,0,3,2,1,56.77808219,0,0,0,0
4115,15200,90100,0.257,1045,0,0,2,0,0,3,3,1,42.76986301,0,0,1,0
4116,18900,113900,0.16,1296,0,0,1,1,2,3,2,1,81.79452055,0,0,1,0
4117,21100,87400,0.184,864,0,624,1,0,0,3,2,1,41.76712329,0,0,1,0
4118,15100,71800,0.16,1272,0,80,1,0,0,2,3,1,53.77534247,0,0,1,0
4119,16300,66800,0.158,981,0,0,1,0,0,3,3,0,100.8082192,0,0,1,0
4120,29400,78200,0.25,1049,0,410,1,0,0,3,2,1,59.78082192,0,0,0,0
4121,11500,124400,0.152,1094,0,155,2,0,0,3,2,1,3.742465753,0,0,0,0
4122,15200,48000,0.358,1101,0,0,1,0,0,3,3,0,101.8082192,0,1,0,0
4123,23500,92000,0.23,1323,0,384,1,1,0,3,3,1,108.8136986,0,0,1,0
4124,24300,152300,0.257,2038,0,640,2,1,0,2,4,1,39.76712329,0,0,1,0
4125,10500,93100,0.152,784,350,0,2,0,0,2,2,1,32.76164384,0,0,1,0
4126,4800,27500,0.147,948,0,0,1,0,0,2,3,0,96.80547945,0,1,0,0
4127,15200,53000,0.165,720,0,100,1,0,0,2,2,0,68.78630137,0,0,0,0
4128,20000,114000,0.172,1617,0,0,1,1,0,4,2,1,50.77534247,0,0,1,0
4129,15300,78000,0.165,1064,0,128,1,0,1,2,3,1,56.77808219,0,0,1,0
4130,25000,44500,0.156,775,0,0,1,0,0,2,2,0,87.8,0,0,1,0
4131,9600,57000,0.168,1675,0,0,2,0,0,4,4,0,118.8191781,0,1,0,0
4132,26600,75600,0.166,998,0,0,1,0,1,2,4,1,81.79452055,0,0,1,0
4133,18700,97200,0.453,1297,0,0,1,0,1,2,2,1,60.78082192,0,0,0,0
4134,16500,64300,0.16,704,0,232,1,0,0,2,2,1,88.8,0,0,1,0
4135,25900,98300,0.161,856,350,0,1,0,0,2,3,1,60.78082192,0,0,1,0
4136,30900,138000,0.195,1664,0,168,1,1,1,3,4,1,88.8,0,0,1,0
4137,25400,80300,0.345,1054,0,0,1,0,0,3,2,1,70.7890411,220,0,1,0
4138,28800,93300,0.207,1529,0,104,1,0,1,3,2,1,86.8,0,0,0,0
4139,19200,85700,0.183,927,0,0,1,0,0,3,2,0,41.76712329,0,0,1,0
4140,32600,128400,0.161,1639,250,0,1,0,2,3,3,1,71.7890411,0,0,0,0
4141,17000,110000,0.131,1470,250,0,2,0,0,3,3,1,20.75342466,0,0,1,0
4142,20700,110200,0.178,1246,564,160,2,0,1,4,1,1,43.76986301,0,0,1,0
4143,35100,62400,0.474,660,300,144,1,0,0,2,2,1,86.8,0,0,1,0
4144,11900,55200,0.157,858,0,202,1,0,0,2,1,0,49.77260274,0,0,1,0
4145,17600,70600,0.197,893,0,0,1,0,0,2,2,1,43.76986301,396,0,1,0
4146,22100,96000,0.484,1396,0,72,1,1,0,3,3,1,63.78356164,300,0,1,0
4147,30400,43200,0.606,935,0,0,1,0,1,2,3,1,84.79726027,0,0,1,0
4148,33100,103600,0.42,1094,0,160,2,0,0,3,2,1,5.742465753,0,0,0,0
4149,19200,36300,0.385,864,0,0,1,0,0,2,3,0,59.78082192,0,1,0,0
4150,32800,153800,0.224,1875,480,429,1,0,1,3,3,1,67.78630137,0,0,1,0
4151,26300,94700,0.22,1096,200,263,1,1,0,3,2,1,54.77808219,0,0,1,0
4152,20400,67200,0.215,960,0,0,1,0,0,2,3,1,86.8,0,0,1,0
4153,11300,122700,0.184,1062,227,100,2,0,0,3,3,1,5.742465753,0,0,0,0
4154,19500,113200,0.174,1412,0,256,1,1,0,3,4,1,31.76164384,440,0,1,0
4155,18300,58300,0.152,886,0,0,1,0,0,2,3,1,90.80273973,0,0,0,0
4156,28800,81600,0.189,750,400,0,1,0,1,2,2,1,55.77808219,0,0,1,0
4157,17600,95900,0.152,884,400,0,1,0,0,3,2,1,57.77808219,0,0,1,0
4158,19200,131900,0.146,1291,0,176,2,0,0,3,2,1,6.745205479,432,0,0,0
4159,12900,72600,0.172,1009,0,0,1,0,0,2,3,1,88.8,0,0,1,0
4160,12000,35800,0.561,786,0,0,1,0,0,2,2,0,91.80273973,0,0,0,0
4161,15900,73000,0.154,1265,0,162,1,0,0,2,3,1,100.8082192,0,0,1,0
4162,22100,85800,0.185,1080,340,0,2,0,0,2,3,1,57.77808219,400,0,0,0
4163,20900,99800,0.177,1175,0,0,1,0,0,3,3,1,56.77808219,0,0,1,0
4164,15400,36100,0.169,624,0,49,1,0,0,1,3,0,85.79726027,0,0,0,0
4165,14200,52400,0.149,1226,0,0,1,0,0,2,3,0,89.8,0,1,0,0
4166,52300,193800,0.298,2169,0,35,2,1,1,3,7,1,93.80273973,0,0,1,0
4167,19100,72500,0.177,960,0,206,1,0,0,2,3,1,82.79726027,0,0,0,0
4168,23600,60700,0.423,682,0,80,1,0,0,2,2,0,58.78082192,0,0,1,0
4169,5100,41100,0.099,807,0,210,1,0,0,2,2,1,48.77260274,0,0,1,0
4170,13600,65800,0.207,824,0,0,1,1,0,2,2,1,51.77534247,0,0,1,0
4171,14800,81200,0.16,826,0,0,1,0,0,3,2,1,52.77534247,0,0,1,0
4172,15500,113600,0.171,1125,0,280,1,0,0,3,3,1,54.77808219,0,0,1,0
4173,17400,102400,0.207,1009,0,436,2,0,0,3,2,1,64.78356164,0,1,0,0
4174,25800,104600,0.317,1463,520,176,2,1,0,3,3,1,55.77808219,0,0,1,0
4175,21500,149600,0.161,1530,360,0,2,1,0,4,3,1,38.76712329,0,0,1,0
4176,22800,102100,0.179,1162,500,0,1,1,1,3,2,1,47.77260274,0,0,1,0
4177,22600,94500,0.178,1004,364,0,1,1,0,3,2,1,52.77534247,0,0,1,0
4178,23400,194500,0.189,2078,0,120,2,1,1,3,3,1,6.745205479,440,0,0,0
4179,6600,110000,0.224,1534,0,78,2,0,0,4,2,1,5.742465753,0,0,0,0
4180,13900,72400,0.126,744,0,190,1,0,0,2,2,1,69.78630137,0,0,1,0
4181,16700,74300,0.18,976,0,0,1,0,0,2,3,1,103.8109589,0,0,1,0
4182,20400,99000,0.193,1296,0,0,1,1,1,2,2,1,44.76986301,0,0,1,0
4183,19200,84400,0.187,972,0,0,1,0,0,3,2,1,38.76712329,288,0,1,0
4184,6300,83000,0.189,1460,0,240,1,1,1,3,2,1,28.75890411,0,1,0,0
4185,32600,155400,0.187,1795,0,64,3,0,2,3,4,1,81.79452055,0,0,1,0
4186,26700,81900,0.174,720,0,0,1,0,0,2,2,1,60.78082192,0,0,1,0
4187,23200,121700,0.187,1144,720,120,2,0,1,4,4,1,33.76164384,484,0,1,0
4188,16200,61700,0.255,1220,0,54,1,0,0,2,2,1,52.77534247,0,0,1,0
4189,15200,68500,0.162,936,0,0,1,0,1,2,3,1,87.8,0,0,1,0
4190,4400,44200,0.109,1378,0,0,1,0,0,5,5,1,105.8109589,0,0,0,0
4191,23500,55700,0.194,888,0,0,1,0,0,2,3,1,96.80547945,0,0,1,0
4192,15100,62600,0.162,776,0,0,1,0,0,2,2,1,62.78356164,0,0,1,0
4193,16400,41100,0.161,624,320,80,1,0,0,2,2,0,69.78630137,0,0,1,0
4194,21900,94800,0.289,936,0,256,1,0,0,3,2,1,57.77808219,364,0,1,0
4195,29200,63900,0.454,764,0,0,1,0,0,3,3,1,82.79726027,0,0,1,0
4196,16600,55800,0.149,1166,0,0,1,0,0,4,3,1,100.8082192,0,0,0,0
4197,17100,76600,0.207,982,0,240,1,0,0,3,3,0,42.76986301,0,0,1,0
4198,50500,223000,0.24,1830,0,0,2,1,1,3,4,1,39.76712329,462,0,1,0
4199,19500,58300,0.152,928,0,30,1,0,0,2,3,1,66.78630137,0,0,1,0
4200,27500,92900,0.205,1093,500,0,1,1,0,3,3,1,60.78082192,240,0,1,0
4201,5000,51800,0.111,982,0,0,1,0,0,2,4,1,104.8109589,0,0,1,0
4202,17500,74400,0.197,812,0,100,1,0,0,2,2,1,44.76986301,0,0,1,0
4203,33400,65700,0.321,979,0,216,1,0,0,2,3,1,93.80273973,0,0,1,0
4204,15200,52200,0.341,728,0,320,1,0,0,2,2,1,61.78082192,0,1,0,0
4205,21900,82700,0.174,912,700,0,1,0,0,3,2,1,49.77260274,0,0,1,0
4206,29200,130800,0.221,1550,0,130,2,0,1,3,3,1,21.75342466,600,0,1,0
4207,17700,113000,0.187,1160,0,160,1,1,0,3,2,1,24.75616438,0,0,1,0
4208,16300,76100,0.15,1366,0,0,2,0,0,3,4,1,90.80273973,0,0,1,0
4209,18900,89800,0.159,1391,0,0,1,0,0,4,3,1,82.79726027,0,0,1,0
4210,30500,199200,0.191,1754,575,194,3,1,1,3,5,1,5.742465753,602,0,0,0
4211,22700,101200,0.145,1260,0,256,1,0,1,3,3,1,85.79726027,0,0,1,0
4212,10300,44700,0.11,688,0,0,1,0,0,2,2,0,55.77808219,0,0,0,0
4213,14800,56200,0.152,720,0,0,1,0,0,2,3,0,64.78356164,0,0,0,0
4214,27800,115900,0.217,1882,0,130,1,1,0,5,4,1,105.8109589,0,0,0,0
4215,26600,88900,0.178,1105,700,0,1,0,0,3,4,1,54.77808219,0,0,1,0
4216,14700,82200,0.168,1500,0,0,1,0,0,3,3,1,96.80547945,0,0,1,0
4217,35100,143000,0.243,1660,500,100,2,1,0,4,4,1,12.74794521,480,0,0,0
4218,35800,69500,0.472,1133,0,0,1,0,0,3,2,1,90.80273973,0,0,1,0
4219,23700,123100,0.366,1152,0,0,2,1,0,3,2,1,14.75068493,576,0,0,0
4220,33500,156500,0.202,1512,0,352,2,1,1,3,3,1,7.745205479,712,0,0,0
4221,32600,83200,0.234,1136,0,216,2,0,0,3,2,1,62.78356164,0,0,0,0
4222,29200,72700,0.239,720,0,96,1,0,0,2,2,1,64.78356164,0,0,1,0
4223,14900,101600,0.203,1240,450,0,1,0,0,2,3,1,51.77534247,440,0,0,0
4224,29200,113200,0.248,1150,0,389,1,0,0,3,2,1,60.78082192,240,0,1,0
4225,29600,97000,0.227,1116,0,192,1,0,0,3,2,1,53.77534247,0,0,1,0
4226,18300,48600,0.166,890,0,0,1,0,0,2,3,1,99.80821918,0,1,0,0
4227,28700,81400,0.239,864,432,0,1,0,0,3,2,1,58.78082192,0,0,0,0
4228,29600,77700,0.179,871,0,0,1,0,0,2,3,1,63.78356164,220,0,1,0
4229,27100,118900,0.174,1499,0,192,1,0,1,3,4,1,87.8,0,0,1,0
4230,22100,75500,0.147,896,120,0,2,1,0,2,3,1,71.7890411,0,0,1,0
4231,22600,76900,0.19,864,600,60,1,1,0,2,3,1,33.76164384,0,0,1,0
4232,8300,49100,0.147,1007,0,0,1,0,0,2,3,0,92.80273973,0,0,0,0
4233,17200,44100,0.186,710,0,0,1,0,0,2,3,0,90.80273973,0,0,0,0
4234,26000,88200,0.161,1048,0,0,1,1,1,2,3,1,88.8,0,0,1,0
4235,25300,62900,0.784,1645,0,0,1,1,1,3,3,1,76.79178082,0,0,0,0
4236,29100,101800,0.259,1274,312,0,1,1,0,3,2,1,52.77534247,288,0,1,0
4237,3600,36400,0.091,1382,0,0,2,0,0,3,4,0,96.80547945,0,1,0,0
4238,34900,191500,0.224,1921,0,120,2,1,1,4,3,1,6.745205479,683,0,0,0
4239,34600,157700,0.412,1269,728,200,2,1,1,3,3,1,11.74794521,758,0,0,0
4240,28500,132700,0.197,1578,650,0,2,0,1,3,6,1,77.79178082,0,0,0,0
4241,18100,111100,0.154,990,432,100,2,0,0,3,2,1,21.75342466,0,0,0,0
4242,25600,95900,0.161,1160,0,248,1,0,1,3,3,1,85.79726027,0,0,1,0
4243,16600,86500,0.166,882,400,384,1,0,0,2,2,1,54.77808219,0,0,0,0
4244,20100,102900,0.198,936,600,64,2,0,0,3,2,1,57.77808219,240,0,1,0
